ID,Year,Averate,TotalrateNO
9523,1967,3.1,94
9524,1999,3.5,5007
9525,1994,3.6,12295
9526,2001,3.0,6173
9527,1999,2.2,98
9528,1957,4.2,35109
9529,2003,2.0,1387
9530,2002,2.4,106
9531,2003,2.8,641
9532,1989,3.8,6646
9533,1996,2.3,173
9534,2001,3.7,1182
9535,1941,3.8,831
9536,1985,3.7,567
9537,2004,3.0,238
9538,1986,3.0,136
9539,2001,3.9,6405
9540,1987,4.0,3823
9541,2003,2.5,98
9542,2001,3.4,12136
9543,1977,3.7,623
9544,1991,3.7,603
9545,2002,2.6,5393
9546,2000,2.6,4344
9547,1986,2.7,380
9548,1976,3.9,10201
9549,2003,3.5,42
9550,1985,2.3,2951
9551,1997,2.9,340
9552,1997,3.8,717
9553,2002,2.7,1838
9554,2003,3.9,943
9555,1994,3.1,393
9556,2003,3.7,338
9557,2000,3.1,2180
9558,1997,3.4,110
9559,2004,3.6,333
9560,2000,3.3,123
9561,1996,2.6,144
9562,2002,2.5,388
9563,1962,3.1,217
9564,1976,2.9,103
9565,1982,3.6,19981
9566,1987,3.9,54
9567,1997,3.8,1631
9568,1933,2.9,213
9569,1988,3.9,1311
9570,2005,1.8,179
9571,1960,3.2,533
9572,2002,2.7,173
9573,1944,3.5,118
9574,2002,3.1,346
9575,1968,3.0,213
9576,1942,3.2,444
9577,1990,4.0,1760
9578,1949,3.7,7803
9579,2004,2.9,140
9580,2002,2.8,195
9581,1976,3.7,1396
9582,1976,3.9,5452
9583,1960,3.0,96
9584,1997,3.2,278
9585,1973,2.9,103
9586,1994,2.4,232
9587,2003,3.7,692
9588,2004,3.0,207
9589,2001,2.5,96
9590,1988,3.7,3314
9591,2001,3.5,53799
9592,1998,3.9,92691
9593,1995,3.8,36775
9594,2003,3.3,125
9595,1999,2.8,204
9596,1971,3.5,4397
9597,1965,2.5,142
9598,1979,3.8,20694
9599,2001,3.2,135
9600,2004,1.8,168
9601,1997,2.5,216
9602,1981,2.5,113
9603,2005,3.1,83
9604,1997,2.2,106
9605,2001,3.6,1288
9606,1980,3.3,1135
9607,2003,3.4,190
9608,1996,3.1,1945
9609,1985,3.7,2944
9610,1998,3.0,143
9611,1959,3.9,8244
9612,1959,3.6,157
9613,1999,3.2,22009
9614,1979,3.7,26487
9615,1999,2.5,247
9616,2002,3.4,2666
9617,1998,3.5,100340
9618,2000,2.6,375
9619,1962,3.6,818
9620,1960,3.2,184
9621,2000,3.2,14033
9622,2001,4.0,730
9623,2002,3.2,489
9624,1988,3.8,672
9625,1940,4.0,16392
9626,1989,3.6,2568
9627,1998,2.7,101
9628,1983,4.5,88846
9629,2002,3.3,757
9630,1997,2.5,311
9631,1922,3.0,642
9632,2002,2.7,119
9633,2003,3.4,1182
9634,1976,3.9,1026
9635,1993,3.5,12939
9636,2004,3.1,198
9637,1996,3.7,805
9638,1984,3.5,1089
9639,1983,2.7,543
9640,1951,3.4,97
9641,1998,2.8,173
9642,2005,2.7,178
9643,1999,3.4,157
9644,2002,4.4,7159
9645,2003,3.4,79918
9646,1995,2.2,184
9647,2002,3.2,48
9648,1949,3.5,119
9649,2004,3.4,330
9650,1998,2.7,206
9651,2001,3.5,122
9652,2005,3.7,358
9653,2003,3.8,1737
9654,1998,3.1,9706
9655,1976,3.2,1160
9656,1997,2.6,437
9657,1990,2.8,2611
9658,1994,3.2,1512
9659,2004,3.4,518
9660,2003,2.9,408
9661,1999,2.4,117
9662,2003,3.8,20854
9663,1995,3.2,442
9664,1993,2.5,242
9665,1993,3.5,150
9666,1963,3.7,790
9667,1998,3.4,99
9668,1983,3.0,466
9669,2002,3.9,1647
9670,1990,2.8,220
9671,2004,3.3,458
9672,2002,3.5,1084
9673,2001,2.9,5910
9674,1997,3.2,1592
9675,1998,3.1,309
9676,1991,3.3,112
9677,1979,3.2,6308
9678,1988,3.7,142
9679,1996,3.2,1795
9680,1998,2.8,188
9681,1994,3.6,14816
9682,1979,2.7,403
9683,2002,3.9,9147
9684,1996,2.9,336
9685,2000,3.2,47504
9686,2004,3.7,3231
9687,2002,3.2,3188
9688,2001,3.4,268
9689,1973,4.0,35713
9690,1933,3.9,8158
9691,2001,3.7,304
9692,2001,3.5,370
9693,1935,3.3,78
9694,2003,3.2,3539
9695,1998,3.4,876
9696,2000,1.8,90
9697,2001,3.3,123
9698,1991,2.3,77
9699,2003,3.6,1384
9700,1994,2.3,92
9701,1995,3.9,1122
9702,1999,3.8,10445
9703,1928,2.5,163
9704,1977,3.4,957
9705,1942,3.9,3718
9706,2004,2.6,103
9707,1991,3.3,113
9708,2000,2.5,678
9709,1990,3.5,447
9710,1968,3.5,869
9711,1995,3.8,116
9712,1964,3.8,7544
9713,1993,3.9,2968
9714,2003,3.3,593
9715,1942,3.4,232
9716,1968,2.7,215
9717,1970,3.4,4425
9718,2002,3.1,1532
9719,2004,1.9,222
9720,1974,3.1,211
9721,1995,2.5,106
9722,1958,3.4,414
9723,2002,3.4,214
9724,1991,3.0,2791
9725,2000,3.2,2567
9726,2000,3.4,142
9727,2004,3.3,1380
9728,1997,3.9,89892
9729,2002,3.3,8578
9730,1979,2.3,115
9731,1984,3.5,5492
9732,2000,3.4,99
9733,1986,3.7,7697
9734,1938,3.8,1270
9735,2003,3.3,338
9736,2000,3.0,244
9737,2001,3.6,904
9738,1996,3.4,2121
9739,2003,3.5,411
9740,1988,3.2,9343
9741,1999,3.4,21304
9742,1945,3.1,66
9743,2000,3.7,430
9744,2001,2.4,294
9745,2001,2.9,1824
9746,2001,3.0,8551
9747,2005,3.9,1401
9748,2000,2.4,395
9749,1965,3.6,167
9750,1999,2.8,443
9751,1999,2.9,319
9752,2000,3.2,1090
9753,1997,2.9,97
9754,2001,2.4,166
9755,1999,2.5,118
9756,2002,3.3,132358
9757,1993,3.7,20127
9758,1985,2.9,126
9759,1998,3.4,4083
9760,1997,3.4,142
9761,1967,3.6,3266
9762,1987,3.0,2679
9763,2000,3.1,476
9764,1986,2.7,258
9765,2003,3.6,165
9766,1984,4.0,2369
9767,1980,3.5,87
9768,2003,3.5,60544
9769,2001,2.5,327
9770,1997,3.0,198
9771,2005,4.0,332
9772,1996,3.1,338
9773,1997,3.0,226
9774,1992,3.4,9513
9775,2001,1.9,89
9776,2000,2.8,4179
9777,1941,3.3,98
9778,2002,3.1,431
9779,2003,3.6,259
9780,2001,2.8,6145
9781,1998,2.6,250
9782,1970,2.9,127
9783,1981,2.3,146
9784,1997,3.6,1562
9785,1996,3.3,14288
9786,1998,4.0,6969
9787,1999,3.3,845
9788,1998,3.5,23174
9789,2003,3.4,158
9790,2002,3.0,151
9791,1998,3.2,221
9792,1980,3.1,493
9793,2005,3.1,150
9794,1997,3.3,399
9795,1985,3.0,100
9796,1997,2.9,2193
9797,1967,2.9,147
9798,1998,3.5,20019
9799,1954,3.0,145
9800,2001,3.2,57375
9801,1935,3.3,195
9802,2004,3.7,179
9803,1937,2.9,137
9804,1989,2.6,261
9805,1961,3.7,8290
9806,1975,3.1,151
9807,1982,3.4,163
9808,1982,3.4,192
9809,1964,3.7,659
9810,1917,3.6,389
9811,1977,3.7,192
9812,1978,3.0,1217
9813,1963,3.6,192
9814,2001,3.6,1365
9815,1992,3.5,441
9816,1999,2.9,204
9817,1974,3.1,283
9818,1997,3.9,64065
9819,1994,3.9,1183
9820,1990,3.5,1024
9821,2003,2.4,406
9822,2000,2.8,261
9823,1997,4.0,1161
9824,1994,3.3,1193
9825,2003,3.6,103
9826,1953,4.1,2588
9827,2004,2.5,268
9828,1981,3.9,56004
9829,1996,3.5,433
9830,2004,3.7,206
9831,1971,3.4,1074
9832,2004,3.0,73
9833,1990,3.8,2462
9834,1977,2.9,231
9835,1962,3.4,585
9836,1961,4.1,2406
9837,1977,3.6,533
9838,2002,2.9,2338
9839,1979,2.3,220
9840,1997,3.3,185
9841,2003,2.8,13754
9842,1995,3.0,186
9843,1979,3.8,226
9844,1995,3.5,1908
9845,2002,4.0,3067
9846,2004,3.2,140
9847,2004,2.7,3276
9848,2004,4.0,1760
9849,2000,3.2,1740
9850,2004,2.8,120
9851,1959,3.2,154
9852,2003,2.9,336
9853,2002,2.1,199
9854,2002,3.8,187
9855,2004,2.6,551
9856,2004,3.1,9079
9857,1939,3.1,280
9858,2005,2.4,407
9859,2002,2.9,12901
9860,2002,2.2,308
9861,2003,3.1,228
9862,1988,3.9,4425
9863,2000,3.1,41664
9864,2004,4.6,1747
9865,2003,3.6,252
9866,1990,3.7,270
9867,2002,3.5,182
9868,2004,3.9,717
9869,1998,2.9,203
9870,2004,3.0,512
9871,2003,2.4,140
9872,1998,2.5,96
9873,1999,3.0,1133
9874,2001,3.1,210
9875,2000,2.9,2361
9876,2004,2.8,186
9877,2004,3.7,216
9878,2001,3.2,5677
9879,1985,2.8,255
9880,2004,2.3,271
9881,2004,2.1,136
9882,1997,3.8,66395
9883,1988,2.8,145
9884,2001,3.1,87
9885,2002,2.9,123
9886,1999,3.6,71143
9887,1990,2.5,303
9888,1989,3.5,2772
9889,1987,3.2,468
9890,2002,3.4,413
9891,1996,2.4,99
9892,2003,3.5,125
9893,1998,3.4,403
9894,2004,2.8,109
9895,1994,2.7,137
9896,2002,2.7,339
9897,2002,2.1,257
9898,1920,2.9,2032
9899,1994,3.3,1033
9900,1994,3.1,15246
9901,1997,3.4,818
9902,1950,3.6,2244
9903,1993,2.5,4551
9904,1992,3.2,104
9905,1959,3.8,3404
9906,2000,1.9,127
9907,1971,3.3,419
9908,2005,4.0,2803
9909,2002,4.3,15796
9910,1982,3.0,148
9911,2002,3.0,785
9912,1981,2.5,154
9913,2003,3.6,17727
9914,1979,2.7,115
9915,2005,2.6,162
9916,1983,3.4,6127
9917,2003,2.7,104
9918,1998,2.6,300
9919,2001,3.2,220
9920,1944,3.1,185
9921,2004,3.0,365
9922,2005,4.1,890
9923,2000,3.4,1815
9924,2001,3.1,264
9925,1987,3.5,1086
9926,1997,2.8,4136
9927,1986,2.8,3512
9928,2002,2.6,317
9929,1997,4.1,14718
9930,1993,2.5,96
9931,2004,2.5,127
9932,1964,2.4,150
9933,2001,3.1,189
9934,2000,2.4,184
9935,1964,3.7,833
9936,1943,3.5,412
9937,1983,3.7,1015
9938,2004,3.5,915
9939,2005,3.4,48775
9940,1968,3.5,23084
9941,1948,3.6,743
9942,2004,1.9,251
9943,2002,3.3,132
9944,1998,2.3,77
9945,2001,3.7,251
9946,1995,3.9,15547
9947,2001,3.3,1494
9948,2003,3.1,124
9949,1997,3.5,4676
9950,1983,3.5,18476
9951,1997,3.4,998
9952,1964,3.2,522
9953,1998,2.8,99
9954,1948,3.9,10013
9955,1995,3.1,1510
9956,2001,2.9,336
9957,1998,2.7,439
9958,1947,3.7,293
9959,1997,3.3,6708
9960,1988,4.0,108528
9961,2001,4.1,5366
9962,1943,3.0,124
9963,1993,3.0,293
9964,1964,3.9,3248
9965,2003,3.0,1548
9966,1999,3.4,5244
9967,1971,2.9,183
9968,2002,3.4,462
9969,1998,2.9,108
9970,2005,3.9,1854
9971,1999,3.2,159
9972,1997,2.9,1330
9973,2004,3.4,93
9974,1997,2.9,4082
9975,2002,1.9,171
9976,2003,3.6,784
9977,1982,3.1,1729
9978,2004,2.7,114
9979,1975,4.2,63
9980,2002,3.3,473
9981,1990,3.9,10252
9982,2000,3.4,396
9983,2001,3.8,3426
9984,1999,3.7,9590
9985,1996,3.3,4363
9986,1985,3.5,5230
9987,1983,3.7,6123
9988,1991,3.7,4933
9989,2001,2.7,351
9990,2004,3.4,275
9991,2001,3.5,10520
9992,1989,2.4,100
9993,2003,4.0,490
9994,1982,3.2,125
9995,2005,3.5,1554
9996,1995,3.1,656
9997,1984,3.4,1134
9998,1995,3.1,129
9999,1986,2.1,146
10000,1995,2.9,215
10001,1994,3.8,158
10002,1937,3.4,2624
10003,1981,2.5,107
10004,1995,4.2,4021
10005,2004,3.2,269
10006,1954,2.8,240
10007,2000,2.5,596
10008,1984,3.6,180
10009,2000,3.3,145
10010,2004,2.4,644
10011,2005,4.3,43
10012,1989,3.1,5108
10013,1986,3.3,15174
10014,1989,3.2,271
10015,1990,3.8,962
10016,2004,2.9,187
10017,1996,3.0,392
10018,1969,3.7,2885
10019,2001,3.4,6935
10020,2000,3.8,1857
10021,2001,2.0,196
10022,1994,3.2,2890
10023,2000,3.7,576
10024,1987,3.4,2759
10025,1995,3.1,184
10026,2000,1.9,86
10027,1982,3.8,37880
10028,1976,3.0,1512
10029,1988,3.1,574
10030,2001,2.8,590
10031,1997,3.3,203
10032,1955,3.7,4081
10033,1991,3.1,4417
10034,1999,2.6,294
10035,1989,4.0,1363
10036,2004,3.8,11736
10037,1984,3.2,2190
10038,1990,3.1,5520
10039,2000,2.7,105
10040,1992,2.9,1475
10041,1982,3.1,5096
10042,1981,4.5,118212
10043,1936,4.1,1835
10044,1995,3.6,13822
10045,1980,3.0,147
10046,2002,2.4,182
10047,1998,3.9,951
10048,1972,3.3,143
10049,1987,2.3,68
10050,2005,2.7,156
10051,1997,3.2,2308
10052,1992,3.2,1587
10053,1968,3.7,9632
10054,1996,2.9,740
10055,1996,3.4,10795
10056,2000,3.4,453
10057,1996,3.1,956
10058,2000,3.0,187
10059,2001,1.9,82
10060,1993,2.9,423
10061,2003,4.3,6729
10062,1999,3.4,239
10063,1985,3.8,1646
10064,2004,3.0,155
10065,2005,3.1,217
10066,1974,2.9,544
10067,1957,3.2,282
10068,1987,3.7,325
10069,1978,2.4,122
10070,1995,2.0,125
10071,2005,4.0,233
10072,2004,4.2,2933
10073,1996,3.2,5174
10074,1966,4.0,1024
10075,2002,2.1,117
10076,2004,3.6,112
10077,1948,3.8,379
10078,1993,3.2,47904
10079,2004,4.0,704
10080,2001,4.4,25954
10081,2004,3.5,199
10082,2004,2.7,16097
10083,1979,3.2,4172
10084,1936,3.8,6247
10085,2002,2.9,1184
10086,1988,3.3,169
10087,1997,3.7,477
10088,2000,3.9,12392
10089,1999,2.9,563
10090,1992,4.1,2019
10091,1998,2.7,207
10092,1991,4.0,849
10093,2000,2.4,100
10094,1999,3.5,9779
10095,2000,3.9,3239
10096,1998,3.8,2056
10097,2004,2.6,993
10098,2002,2.4,445
10099,1938,3.9,969
10100,1993,2.9,2440
10101,1994,3.6,3608
10102,1996,3.2,3191
10103,2001,3.9,2819
10104,1980,3.6,407
10105,1987,3.5,10428
10106,2002,2.9,200
10107,1999,3.4,455
10108,1998,2.2,438
10109,1994,2.9,11899
10110,1943,2.6,263
10111,1965,3.7,6786
10112,1996,4.2,1893
10113,2004,3.3,337
10114,2004,3.1,24831
10115,1964,3.1,392
10116,2004,3.1,251
10117,1986,3.8,3590
10118,1992,3.7,427
10119,1973,3.4,11276
10120,1981,3.1,210
10121,1997,4.2,1624
10122,1982,3.3,61
10123,1996,3.3,85669
10124,2004,2.9,199
10125,1994,3.5,4797
10126,1988,3.7,11021
10127,2002,3.1,121
10128,1985,3.2,482
10129,2002,2.9,434
10130,2003,3.7,3021
10131,1992,3.4,2017
10132,2004,3.1,101
10133,1977,3.0,299
10134,1998,3.9,875
10135,1964,3.7,842
10136,2004,3.4,225
10137,1972,3.9,2101
10138,2001,2.9,250
10139,2002,3.6,737
10140,2005,3.8,1333
10141,2000,4.2,4384
10142,1954,3.5,2715
10143,1962,3.8,16337
10144,1978,3.5,4465
10145,2000,2.9,724
10146,1985,3.4,203
10147,1954,4.2,3480
10148,2000,2.8,726
10149,1999,2.5,127
10150,1966,3.0,80
10151,2002,3.3,961
10152,1998,3.8,32533
10153,1999,3.2,1894
10154,2003,3.1,136
10155,1994,3.4,9915
10156,2004,2.8,341
10157,2002,3.8,2683
10158,1995,3.6,45142
10159,1970,3.9,11779
10160,1983,3.1,97
10161,2004,3.4,173
10162,1973,4.0,23711
10163,2001,2.2,75
10164,1979,3.9,263
10165,2000,2.8,2513
10166,2004,1.9,169
10167,1959,2.8,178
10168,2003,3.0,111946
10169,1991,3.5,298
10170,2001,3.5,90245
10171,1995,3.2,1399
10172,1995,3.4,3135
10173,2004,3.2,8541
10174,1992,3.3,3086
10175,2003,2.9,417
10176,1989,3.3,13073
10177,1985,2.5,204
10178,2002,3.2,5796
10179,1937,3.9,661
10180,1990,2.4,91
10181,1999,2.8,184
10182,2000,3.1,1230
10183,2002,2.4,367
10184,2001,2.5,594
10185,1995,3.9,2944
10186,1941,3.4,777
10187,2002,3.1,132
10188,1996,3.2,99
10189,2003,3.3,5141
10190,1991,3.3,2970
10191,1952,3.6,4456
10192,1969,2.9,141
10193,1997,3.4,997
10194,2001,2.6,103
10195,1944,3.6,337
10196,2003,2.7,211
10197,2001,2.6,207
10198,2000,3.2,4814
10199,2003,3.7,211
10200,2004,3.1,300
10201,2003,3.5,148
10202,1982,3.7,299
10203,1995,3.3,2282
10204,2004,3.0,622
10205,2000,2.8,208
10206,1974,2.5,666
10207,1991,3.3,216
10208,1993,2.2,864
10209,1994,3.3,3042
10210,1990,1.9,367
10211,1965,3.5,2153
10212,1985,3.7,41544
10213,1979,3.8,2314
10214,1997,3.1,5213
10215,1993,3.6,246
10216,1951,3.4,164
10217,1995,2.6,2159
10218,1957,3.2,191
10219,1968,2.7,213
10220,1995,2.9,115
10221,1991,3.5,2854
10222,1953,3.7,8289
10223,2004,3.9,290
10224,1999,3.0,132
10225,1993,3.8,63219
10226,2002,3.2,11390
10227,2001,3.7,451
10228,2002,2.9,124
10229,2004,3.1,21926
10230,1997,3.4,25184
10231,2004,3.7,26662
10232,1992,2.5,341
10233,2003,3.2,257
10234,1994,3.1,1496
10235,2000,2.3,123
10236,1985,3.4,18394
10237,1990,3.0,262
10238,2004,2.7,128
10239,1955,3.6,6831
10240,2001,3.0,15117
10241,2000,3.5,33382
10242,1993,3.0,677
10243,2001,2.7,8517
10244,1995,2.3,111
10245,1984,3.6,299
10246,2002,3.0,4073
10247,2001,2.5,184
10248,1999,2.6,196
10249,1988,2.7,464
10250,2005,3.2,127
10251,2005,4.2,269
10252,1973,2.9,58
10253,1998,3.1,3633
10254,1944,3.9,5360
10255,1957,3.9,21867
10256,1997,3.4,1550
10257,2002,3.4,425
10258,2000,1.9,84
10259,2002,3.7,1362
10260,2001,3.0,111
10261,1997,3.0,1168
10262,2002,3.1,555
10263,2004,3.2,167
10264,1921,3.3,191
10265,2002,3.8,435
10266,2004,3.3,444
10267,1997,3.4,228
10268,2004,2.5,96
10269,1966,2.8,106
10270,1993,2.8,109
10271,1989,3.4,6666
10272,1995,3.9,2437
10273,1954,3.8,1215
10274,1989,3.3,16685
10275,2004,3.6,51483
10276,1950,4.0,15892
10277,1948,3.9,11269
10278,2000,3.1,6572
10279,2004,3.6,313
10280,1993,3.8,4128
10281,1999,3.7,8386
10282,1998,2.7,18882
10283,2000,4.1,1266
10284,1978,3.7,1161
10285,2000,3.5,266
10286,1989,3.5,3873
10287,2001,3.9,941
10288,2003,2.7,532
10289,1993,3.6,807
10290,2002,3.6,333
10291,1989,3.0,182
10292,2002,3.7,892
10293,1958,3.5,4607
10294,1974,3.3,6796
10295,1975,2.9,1119
10296,1964,3.3,357
10297,1998,3.4,587
10298,2003,3.8,2471
10299,1934,3.6,844
10300,1958,3.7,5252
10301,2003,3.3,198
10302,1987,3.4,1345
10303,1999,1.9,162
10304,1974,2.8,1957
10305,2001,2.2,1417
10306,1996,2.9,711
10307,1970,2.9,68
10308,1964,3.7,550
10309,2000,2.5,179
10310,2001,1.9,115
10311,1961,4.1,2802
10312,2003,2.0,173
10313,2001,4.3,1763
10314,2005,3.3,4392
10315,1960,2.5,127
10316,1981,4.1,1189
10317,1984,3.7,616
10318,2002,3.8,173
10319,2004,3.3,110
10320,1950,3.3,334
10321,1975,4.2,1848
10322,2003,2.9,445
10323,1986,2.3,106
10324,1999,3.1,195
10325,1997,3.7,300
10326,1968,3.0,82
10327,1989,2.9,209
10328,1938,3.9,1564
10329,2004,3.2,571
10330,1966,3.1,99
10331,1989,2.9,273
10332,2001,1.5,93
10333,2004,3.4,206
10334,2000,3.7,590
10335,1988,3.1,137
10336,2003,3.8,78
10337,1998,3.1,13154
10338,1965,3.7,615
10339,2004,3.4,436
10340,1992,3.8,358
10341,1996,3.6,2039
10342,2002,2.7,185
10343,1997,3.5,2873
10344,1986,3.4,37819
10345,1965,3.6,6629
10346,1995,2.9,135
10347,2001,3.7,1761
10348,1995,2.5,473
10349,1999,3.6,507
10350,1979,3.4,433
10351,2004,2.6,130
10352,2003,4.3,947
10353,1940,4.0,1276
10354,2001,4.1,910
10355,1997,2.2,94
10356,1931,3.4,119
10357,1985,4.1,1077
10358,2004,3.2,109917
10359,1999,3.3,107111
10360,1937,3.7,2386
10361,1960,4.1,2448
10362,2000,3.6,5676
10363,1998,3.5,28468
10364,2002,3.4,465
10365,1980,3.9,947
10366,2003,2.3,807
10367,1971,3.5,8405
10368,2001,2.6,185
10369,1972,4.0,2290
10370,1998,2.6,408
10371,1998,3.6,14870
10372,1950,4.0,27010
10373,1967,2.5,112
10374,1997,3.3,87
10375,1997,3.6,81596
10376,2002,3.6,140
10377,2004,1.8,140
10378,1999,3.7,92555
10379,2001,3.6,37896
10380,1996,3.6,1208
10381,1997,3.5,301
10382,1993,3.5,219
10383,2004,3.7,247
10384,2002,2.2,114
10385,1997,3.4,229
10386,1995,3.0,472
10387,1967,3.0,528
10388,1997,3.3,1138
10389,2002,3.3,1228
10390,2003,4.0,199
10391,1999,2.9,411
10392,1998,3.2,19051
10393,2000,3.1,1884
10394,1973,2.9,129
10395,1975,3.4,463
10396,1999,3.7,593
10397,2005,2.8,1774
10398,2005,1.6,49
10399,1982,2.9,104
10400,2004,3.2,135
10401,1990,3.2,195
10402,2005,2.9,314
10403,1993,2.8,3213
10404,1984,3.0,186
10405,1997,3.1,460
10406,1995,3.9,8128
10407,1995,3.2,3957
10408,2000,3.0,361
10409,1964,3.4,340
10410,1969,2.8,136
10411,2004,3.8,405
10412,2003,3.4,3781
10413,2002,3.1,9657
10414,1977,2.8,296
10415,2002,2.4,89
10416,1943,3.1,107
10417,2000,3.4,759
10418,1997,4.3,16117
10419,2000,3.0,4373
10420,1984,3.7,11693
10421,2003,2.9,23298
10422,1999,3.7,8267
10423,1997,3.8,9225
10424,1993,3.8,14307
10425,2003,2.7,6501
10426,1958,4.0,11034
10427,1971,2.8,59
10428,1984,3.6,28612
10429,2003,3.4,41780
10430,1994,2.5,1928
10431,2003,3.7,428
10432,1988,2.5,101
10433,1953,4.0,13525
10434,1996,2.3,120
10435,1993,2.8,1655
10436,2000,3.4,44885
10437,1982,3.7,1345
10438,1972,2.9,539
10439,1928,3.8,567
10440,1995,3.4,1309
10441,2004,3.5,146
10442,2000,3.1,285
10443,1963,3.2,151
10444,1998,3.1,724
10445,1963,3.7,1125
10446,1993,3.8,19689
10447,2005,3.3,176
10448,1993,3.0,350
10449,2005,4.2,1969
10450,1943,3.7,804
10451,1971,3.7,75242
10452,1988,2.8,353
10453,1968,3.8,1440
10454,1998,2.8,110
10455,1993,3.7,1228
10456,1989,3.6,502
10457,1999,2.5,130
10458,1955,3.6,1909
10459,2003,4.0,840
10460,1988,3.9,3747
10461,1993,3.8,22294
10462,2001,2.3,228
10463,1995,2.7,368
10464,1995,4.6,89
10465,2002,3.8,460
10466,1955,3.8,2612
10467,1997,3.2,2356
10468,1999,3.0,234
10469,2002,2.8,292
10470,1999,3.2,146
10471,1998,3.3,2037
10472,2004,3.5,896
10473,1979,2.8,462
10474,1966,3.2,2425
10475,2002,2.2,135
10476,1932,3.8,1341
10477,1965,3.6,184
10478,1999,2.5,221
10479,1987,3.3,195
10480,1980,3.5,1329
10481,1999,2.4,276
10482,2002,3.8,1323
10483,1972,2.7,87
10484,1925,2.9,104
10485,2000,2.5,1297
10486,1988,3.1,4298
10487,2002,3.2,285
10488,2004,3.4,732
10489,1937,3.3,167
10490,1999,3.1,1067
10491,1962,3.9,25343
10492,1997,3.6,1404
10493,1995,3.1,771
10494,2003,2.9,474
10495,2000,3.0,380
10496,1999,2.6,86
10497,1981,3.3,1187
10498,1998,2.2,238
10499,1995,3.1,754
10500,2003,3.3,210
10501,2004,3.6,1680
10502,1991,3.0,716
10503,1994,3.2,8909
10504,2001,3.9,8282
10505,2000,2.9,9738
10506,2003,3.9,322
10507,1997,2.2,68
10508,2001,3.8,268
10509,1977,3.7,1307
10510,1991,3.2,1897
10511,1974,2.8,117
10512,2004,4.0,1181
10513,2001,2.5,302
10514,1999,2.5,253
10515,2000,2.7,103
10516,2001,2.5,124
10517,2004,2.1,3325
10518,1999,3.4,652
10519,2003,4.0,177
10520,1999,3.1,272
10521,2004,2.8,639
10522,1987,2.6,1261
10523,1937,2.7,124
10524,2004,3.4,150
10525,2003,3.1,271
10526,1997,2.8,4143
10527,1998,3.1,7667
10528,1998,3.2,301
10529,1956,3.6,403
10530,1999,3.4,188
10531,2000,2.6,815
10532,2000,3.6,467
10533,2001,2.1,185
10534,1996,2.8,140
10535,2002,3.6,209
10536,1998,3.7,776
10537,2001,3.3,1181
10538,2002,2.9,790
10539,1985,3.9,532
10540,2004,3.1,123
10541,1991,3.2,307
10542,1997,2.7,116
10543,1992,3.0,495
10544,1999,2.4,81
10545,2003,3.9,3012
10546,1973,2.2,69
10547,1995,3.3,266
10548,1956,3.2,102
10549,2000,2.0,60
10550,2003,3.7,115585
10551,1999,3.1,1296
10552,2003,4.1,1960
10553,2000,3.0,164
10554,1959,3.9,5584
10555,2004,2.9,341
10556,1994,3.6,942
10557,1994,3.2,139
10558,1970,3.4,734
10559,1941,3.8,873
10560,1957,4.0,7212
10561,2005,3.8,13043
10562,2002,2.9,111
10563,2003,2.2,119
10564,1991,3.5,3889
10565,2002,2.4,130
10566,2002,3.3,2422
10567,1999,2.2,99
10568,1993,3.3,5462
10569,2002,3.8,169
10570,1964,2.9,569
10571,2002,2.3,200
10572,1999,3.2,97
10573,1972,3.9,881
10574,2004,3.2,197
10575,1962,4.2,3053
10576,2004,3.8,3250
10577,2000,2.6,832
10578,1974,3.6,53
10579,1972,2.9,93
10580,1994,4.1,2593
10581,1998,3.2,31
10582,2003,3.6,7103
10583,2003,3.5,116609
10584,1999,3.0,450
10585,1998,2.8,219
10586,1991,3.5,524
10587,1994,2.3,141
10588,2003,2.2,439
10589,2005,3.4,89
10590,1975,2.5,82
10591,2000,2.4,420
10592,2002,3.4,1142
10593,1945,3.7,2308
10594,1997,3.2,1117
10595,1993,3.6,245
10596,2003,3.1,25403
10597,2000,4.0,26
10598,2004,4.4,18147
10599,1978,3.7,1257
10600,2003,3.0,651
10601,1972,3.5,4010
10602,2004,2.8,168
10603,2001,3.6,185
10604,1988,3.4,1832
10605,1976,3.7,1574
10606,1974,3.9,4776
10607,2002,4.0,64917
10608,1999,3.7,5030
10609,1978,4.0,2467
10610,2002,3.0,428
10611,2004,3.6,1246
10612,1960,3.9,11169
10613,1984,3.8,6647
10614,2003,3.1,919
10615,1979,3.5,401
10616,2001,3.4,244
10617,1963,3.6,1766
10618,1991,3.3,243
10619,1996,3.0,247
10620,1940,4.1,23973
10621,1965,3.6,413
10622,2000,3.3,8843
10623,2000,1.9,303
10624,1998,3.1,934
10625,2002,3.4,61447
10626,1999,2.7,437
10627,1978,3.6,16711
10628,2003,2.7,331
10629,1987,2.4,192
10630,1980,3.4,833
10631,1979,2.7,106
10632,1972,2.5,162
10633,2003,2.8,6864
10634,2005,3.7,91
10635,2001,3.3,911
10636,1972,3.9,1953
10637,1962,3.9,1366
10638,1997,1.9,77
10639,2001,3.6,2208
10640,1976,4.2,54
10641,1957,4.0,671
10642,1999,2.8,1926
10643,1992,4.4,8723
10644,2002,4.5,5122
10645,1995,3.3,2557
10646,1985,3.2,1703
10647,1982,3.5,1404
10648,1988,2.8,108
10649,1970,2.6,191
